timestamp,optic_flow(rad/s),gyro(d/s),z(m)
1724367845.775,-0.023411205038428307,0.356201171875,52.90712356567383
1724367845.776,-0.025423239916563034,0.356201171875,52.80352020263672
1724367845.805,0.004408847540616989,0.356201171875,52.8196907043457
1724367845.806,-0.016875796020030975,0.356201171875,52.7590446472168
1724367845.807,0.009695984423160553,0.417236328125,52.620574951171875
1724367845.836,0.0066750263795256615,0.356201171875,52.616024017333984
1724367845.8509998,-0.05725173279643059,0.356201171875,52.655948638916016
1724367845.8585,0.15310396254062653,0.356201171875,52.68879699707031
1724367845.866,-0.1131628155708313,0.356201171875,52.71558380126953
1724367845.881,0.007989637553691864,0.356201171875,52.66100311279297
1724367845.896,0.015965193510055542,0.356201171875,52.68778991699219
1724367845.926,-0.025859177112579346,0.356201171875,52.72821807861328
1724367845.941,0.08336357027292252,0.356201171875,52.7590446472168
1724367845.9485002,0.06899026036262512,0.356201171875,52.61552047729492
1724367845.956,-0.04965279996395111,0.356201171875,52.603389739990234
1724367845.957,-0.0694648027420044,0.356201171875,52.596317291259766
1724367845.985,0.11237511038780212,0.356201171875,52.590755462646484
1724367845.986,-0.05112997069954872,0.356201171875,52.61096954345703
1724367846.0015001,0.004758527502417564,0.356201171875,52.59934616088867
1724367846.0092502,0.0792134627699852,0.356201171875,52.76511001586914
1724367846.017,-0.014395322650671005,0.356201171875,52.79088592529297
1724367846.045,-0.026170045137405396,0.356201171875,52.862648010253906
1724367846.046,0.04831341654062271,0.356201171875,52.888423919677734
1724367846.077,0.062209535390138626,0.356201171875,52.860626220703125
1724367846.0774999,-0.13937389850616455,0.356201171875,52.914703369140625
1724367846.078,0.02143058553338051,0.356201171875,52.90964889526367
1724367846.092,0.035346344113349915,0.356201171875,52.90510177612305
1724367846.106,0.06773709505796432,0.356201171875,52.77774429321289
1724367846.1209998,-0.08547978848218918,0.356201171875,52.89701461791992
1724367846.1285,-0.0466875284910202,0.356201171875,52.91521072387695
1724367846.136,0.05435185134410858,0.295166015625,52.834346771240234
1724367846.151,-0.10210293531417847,0.356201171875,52.799983978271484
1724367846.166,-0.03150901570916176,0.356201171875,52.74995040893555
1724367846.1815,0.21150343120098114,0.417236328125,52.82979965209961
1724367846.18925,-0.1391981840133667,0.356201171875,52.82120895385742
1724367846.197,0.01156467106193304,0.356201171875,52.95766067504883
1724367846.2115002,0.06284162402153015,0.356201171875,52.942501068115234
1724367846.226,0.008124173618853092,0.356201171875,52.88134765625
1724367846.2410002,0.006694732699543238,0.356201171875,52.861637115478516
1724367846.2485,0.21896806359291077,0.356201171875,52.849002838134766
1724367846.256,-0.29541200399398804,0.356201171875,52.78633499145508
1724367846.2705002,0.12875309586524963,0.356201171875,52.98748016357422
1724367846.285,-0.07024681568145752,0.356201171875,52.916725158691406
1724367846.286,-0.03589342534542084,0.356201171875,52.91419982910156
1724367846.301,0.08643399178981781,0.356201171875,52.88640213012695
1724367846.3085,0.14680086076259613,0.356201171875,52.89448928833008
1724367846.316,-0.23215433955192566,0.356201171875,52.85203552246094
