Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w
1724368204.367429,2896,1724368204,367184468,world,0.16093486547470093,0.8675114512443542,0.004676713142544031,-0.01990431733429432,0.0017576244426891208,0.047797054052352905,0.9986571669578552
1724368204.3773534,2897,1724368204,377173525,world,0.16093410551548004,0.8675042390823364,0.004675850737839937,-0.020000850781798363,0.0017718905583024025,0.04784301295876503,0.9986530542373657
1724368204.3874164,2898,1724368204,387178776,world,0.16092675924301147,0.8675071597099304,0.004679449368268251,-0.019984686747193336,0.001735376543365419,0.04776934161782265,0.9986569881439209
1724368204.39744,2899,1724368204,397195143,world,0.16093337535858154,0.8675095438957214,0.004672314506024122,-0.020068684592843056,0.0016586093697696924,0.04774530604481697,0.9986566305160522
1724368204.3974729,2900,1724368204,397219194,world,0.1609296202659607,0.8675083518028259,0.004678875673562288,-0.019990719854831696,0.0016788329230621457,0.04779106378555298,0.9986559748649597
1724368204.4074028,2901,1724368204,407182303,world,0.1609264314174652,0.8675057888031006,0.004681988153606653,-0.020013203844428062,0.0017196343978866935,0.04768151044845581,0.9986606240272522
1724368204.4174688,2902,1724368204,417258277,world,0.16093291342258453,0.8675073385238647,0.0046837590634822845,-0.019791655242443085,0.0016803848557174206,0.047704067081213,0.9986640810966492
1724368204.4273965,2903,1724368204,427208611,world,0.16093507409095764,0.8675050735473633,0.0046754018403589725,-0.020031139254570007,0.0019044473301619291,0.04781947657465935,0.9986533522605896
1724368204.4373746,2904,1724368204,437144003,world,0.1609341949224472,0.8675104379653931,0.004680132493376732,-0.019904501736164093,0.0018132695695385337,0.047824662178754807,0.9986557960510254
1724368204.4473867,2905,1724368204,447182429,world,0.16092926263809204,0.867508053779602,0.0046819294802844524,-0.02001560479402542,0.0017405969556421041,0.047755300998687744,0.9986570477485657
1724368204.4474247,2906,1724368204,447208309,world,0.1609308123588562,0.8675105571746826,0.004690719302743673,-0.01999867893755436,0.0017420840449631214,0.04776608571410179,0.9986568689346313
1724368204.45755,2907,1724368204,457217847,world,0.16093218326568604,0.8675063252449036,0.004677602089941502,-0.01992162875831127,0.001711792778223753,0.0477866604924202,0.9986574649810791
1724368204.4675448,2908,1724368204,467169177,world,0.16093489527702332,0.867512047290802,0.004686862230300903,-0.020041124895215034,0.0016505875391885638,0.04779990017414093,0.9986545443534851
1724368204.4774804,2909,1724368204,477199343,world,0.16093112528324127,0.867510199546814,0.004688724409788847,-0.02004268392920494,0.001674625906161964,0.04776065796613693,0.9986563324928284
1724368204.4873831,2910,1724368204,487179247,world,0.16092810034751892,0.867512047290802,0.004682196769863367,-0.019987119361758232,0.0017855777405202389,0.04778038337826729,0.9986563324928284
1724368204.497491,2911,1724368204,497227712,world,0.16093318164348602,0.8675094246864319,0.004684277810156345,-0.01996031031012535,0.00160017772577703,0.04780113324522972,0.9986562132835388
1724368204.4975135,2912,1724368204,497255464,world,0.16093023121356964,0.8675096035003662,0.004689377266913652,-0.020068388432264328,0.001649504411034286,0.047784268856048584,0.9986547827720642
1724368204.507438,2913,1724368204,507198578,world,0.16096171736717224,0.8674383759498596,0.004778760019689798,-0.022004427388310432,0.001646749209612608,0.04817216470837593,0.9985953569412231
1724368204.5174048,2914,1724368204,517179277,world,0.16092810034751892,0.8675108551979065,0.004688923247158527,-0.01993562839925289,0.001549512380734086,0.047832638025283813,0.9986552000045776
1724368204.5274131,2915,1724368204,527181087,world,0.16093552112579346,0.867512047290802,0.004687166307121515,-0.019994476810097694,0.001717030769214034,0.04782545939087868,0.9986541271209717
1724368204.5373573,2916,1724368204,537153255,world,0.16093139350414276,0.867506742477417,0.004695315379649401,-0.01993105374276638,0.0017761873314157128,0.04778701812028885,0.9986571669578552
1724368204.5473943,2917,1724368204,547172975,world,0.1609342098236084,0.867511510848999,0.00469028577208519,-0.020001977682113647,0.001705012982711196,0.04776986315846443,0.998656690120697
1724368204.5474164,2918,1724368204,547199663,world,0.16093049943447113,0.8675074577331543,0.004686372820287943,-0.019974514842033386,0.0017206579213961959,0.04775403439998627,0.9986579418182373
1724368204.5574207,2919,1724368204,557156851,world,0.1609615534543991,0.8674391508102417,0.00478391395881772,-0.022007431834936142,0.0016392312245443463,0.04809371009469032,0.9985990524291992
1724368204.5673835,2920,1724368204,567174810,world,0.1609317511320114,0.8675045371055603,0.004686974920332432,-0.01992282085120678,0.001703751040622592,0.047768108546733856,0.9986583590507507
1724368204.577405,2921,1724368204,577146025,world,0.16094020009040833,0.8675062656402588,0.004689153283834457,-0.019858740270137787,0.001821796759031713,0.04779868200421333,0.9986580014228821
1724368204.5874295,2922,1724368204,587212572,world,0.16093119978904724,0.8675071001052856,0.00468469737097621,-0.019979747012257576,0.0017781954957172275,0.04776933789253235,0.9986570477485657
1724368204.5974364,2923,1724368204,597189535,world,0.16093426942825317,0.8675081133842468,0.004684671759605408,-0.019877048209309578,0.0017600321443751454,0.04779234156012535,0.9986579418182373
1724368204.597458,2924,1724368204,597213749,world,0.1609295904636383,0.8675006031990051,0.00467313639819622,-0.019958239048719406,0.0016944525996223092,0.04783712700009346,0.9986543655395508
1724368204.6074102,2925,1724368204,607194353,world,0.1609310805797577,0.8675112128257751,0.004680607933551073,-0.019861597567796707,0.0018641246715560555,0.047778598964214325,0.9986587762832642
1724368204.6174169,2926,1724368204,617169683,world,0.16092990338802338,0.8675065636634827,0.004678261000663042,-0.019898878410458565,0.0017048775916919112,0.047804009169340134,0.9986570477485657
1724368204.627469,2927,1724368204,627201295,world,0.1609678864479065,0.8674377202987671,0.004769039805978537,-0.022008469328284264,0.0016952125588431954,0.04815854877233505,0.9985958337783813
1724368204.6373773,2928,1724368204,637190840,world,0.16093389689922333,0.8675034046173096,0.004682858008891344,-0.020008927211165428,0.00172898278106004,0.0477927140891552,0.998655378818512
1724368204.6473243,2929,1724368204,647130323,world,0.16093787550926208,0.8675037622451782,0.00468262517824769,-0.020082343369722366,0.0018053228268399835,0.04776707664132118,0.9986550807952881
1724368204.6473408,2930,1724368204,647150786,world,0.16092714667320251,0.8675091862678528,0.004681827966123819,-0.019901923835277557,0.0017160257557407022,0.047796037048101425,0.9986573457717896
1724368204.6573784,2931,1724368204,657183926,world,0.1609327346086502,0.867504894733429,0.00468523520976305,-0.020056918263435364,0.001740753068588674,0.04782918468117714,0.9986526370048523
1724368204.6677232,2932,1724368204,667542628,world,0.16093286871910095,0.8675097227096558,0.004681205842643976,-0.019979652017354965,0.001705407863482833,0.04783887416124344,0.9986538290977478
1724368204.6773715,2933,1724368204,677180800,world,0.16093425452709198,0.8675079345703125,0.004690091125667095,-0.019997989758849144,0.0017547664465382695,0.04779500141739845,0.9986554384231567
1724368204.6873884,2934,1724368204,687181647,world,0.16093182563781738,0.867505669593811,0.004692370072007179,-0.020052794367074966,0.001661814283579588,0.04774855077266693,0.998656690120697
1724368204.6973457,2935,1724368204,697132589,world,0.1609344631433487,0.8675057291984558,0.004690895322710276,-0.019917486235499382,0.0017911321483552456,0.04783392697572708,0.9986551403999329
1724368204.6973622,2936,1724368204,697151690,world,0.1609405279159546,0.8675084710121155,0.0046874345280230045,-0.019980357959866524,0.0017642246093600988,0.04782611131668091,0.998654305934906
1724368204.7073395,2937,1724368204,707165984,world,0.1609361469745636,0.8675095438957214,0.004693602677434683,-0.020023031160235405,0.0017726460937410593,0.04773465171456337,0.998657763004303
1724368204.7172904,2938,1724368204,717145810,world,0.16092443466186523,0.8675106763839722,0.004687722306698561,-0.019922271370887756,0.0017104169819504023,0.047826144844293594,0.9986555576324463
1724368204.727356,2939,1724368204,727153348,world,0.16093184053897858,0.8675084114074707,0.004693031311035156,-0.019911954179406166,0.0017201576847583055,0.047863081097602844,0.9986540079116821
1724368204.737343,2940,1724368204,737155997,world,0.16092994809150696,0.8675063848495483,0.004693401511758566,-0.019911985844373703,0.00170356675516814,0.047766249626874924,0.9986586570739746
1724368204.747301,2941,1724368204,747129623,world,0.16092650592327118,0.8675053119659424,0.004692854825407267,-0.01990247145295143,0.0016261322889477015,0.04788072779774666,0.9986535310745239
1724368204.747313,2942,1724368204,747144657,world,0.1609286516904831,0.8675064444541931,0.00469090323895216,-0.0199141688644886,0.0017670951783657074,0.047811463475227356,0.9986563324928284
1724368204.7573428,2943,1724368204,757150211,world,0.16093504428863525,0.8675106167793274,0.004688515793532133,-0.020035143941640854,0.0017874714685603976,0.047835301607847214,0.9986526966094971
1724368204.7672718,2944,1724368204,767146507,world,0.16092418134212494,0.8675094842910767,0.004691899288445711,-0.02000216208398342,0.001728732604533434,0.04779904708266258,0.9986552000045776
1724368204.7772546,2945,1724368204,777115576,world,0.16093172132968903,0.8675071597099304,0.004700679797679186,-0.019954239949584007,0.0016905219526961446,0.047779493033885956,0.9986572265625
1724368204.7873175,2946,1724368204,787158393,world,0.16093070805072784,0.8675050139427185,0.004681851249188185,-0.019896771758794785,0.001747656031511724,0.047788847237825394,0.998657763004303
1724368204.7973197,2947,1724368204,797163987,world,0.16093343496322632,0.8675042986869812,0.0046915621496737,-0.0199887752532959,0.0017311694100499153,0.047827769070863724,0.9986540675163269
1724368204.79733,2948,1724368204,797176154,world,0.1609288454055786,0.8675083518028259,0.004689858295023441,-0.019998805597424507,0.001700464403256774,0.04784245416522026,0.9986532926559448
1724368204.8072808,2949,1724368204,807140524,world,0.1609325408935547,0.8675079941749573,0.0046900915913283825,-0.019985884428024292,0.0018224705709144473,0.047786958515644073,0.9986559152603149
1724368204.8172789,2950,1724368204,817135812,world,0.16093260049819946,0.8675071597099304,0.004687413107603788,-0.019914761185646057,0.0017949771136045456,0.04776313528418541,0.9986585378646851
1724368204.827281,2951,1724368204,827127704,world,0.1609310805797577,0.8675075769424438,0.00468476815149188,-0.0200003944337368,0.001793660456314683,0.047769851982593536,0.9986565709114075
1724368204.8375869,2952,1724368204,837248212,world,0.16092345118522644,0.8675090670585632,0.004689324647188187,-0.01992436684668064,0.0017445365665480494,0.047802943736314774,0.9986565113067627
1724368204.847641,2953,1724368204,847250586,world,0.16093485057353973,0.8675118088722229,0.00469582574442029,-0.020029105246067047,0.0017045632703229785,0.04785201698541641,0.9986521601676941
1724368204.8476741,2954,1724368204,847293865,world,0.16092556715011597,0.8675047755241394,0.004683659877628088,-0.019997214898467064,0.001741434563882649,0.0478493794798851,0.9986528754234314
1724368204.8576162,2955,1724368204,857228926,world,0.16092930734157562,0.8675061464309692,0.00468634394928813,-0.02002941630780697,0.0016337623819708824,0.047755949199199677,0.9986568689346313
1724368204.867698,2956,1724368204,867254460,world,0.16093584895133972,0.8675046563148499,0.004687252454459667,-0.01996227167546749,0.001747901551425457,0.04776107519865036,0.9986578226089478
1724368204.8776648,2957,1724368204,877217790,world,0.16092917323112488,0.8675014972686768,0.004681114573031664,-0.019994035363197327,0.0017167211044579744,0.04780605435371399,0.9986551403999329
1724368204.8876994,2958,1724368204,887264672,world,0.160933256149292,0.8675060272216797,0.004685853607952595,-0.019952604547142982,0.0017220857553184032,0.047808688133955,0.9986557960510254
1724368204.8974519,2959,1724368204,897201985,world,0.16092640161514282,0.8675040006637573,0.004686325788497925,-0.02008536458015442,0.0017617084085941315,0.04786248132586479,0.9986504912376404
1724368204.9074137,2960,1724368204,907181854,world,0.16093356907367706,0.8675078749656677,0.004682142287492752,-0.0199576485902071,0.0016721815336495638,0.04783417657017708,0.9986546039581299
1724368204.9074328,2961,1724368204,907202303,world,0.16096457839012146,0.8674352169036865,0.004770561121404171,-0.021981514990329742,0.0016539565986022353,0.04813653230667114,0.9985975623130798
1724368204.9172976,2962,1724368204,917161299,world,0.160931795835495,0.8675053119659424,0.004686019849032164,-0.019902599975466728,0.0018162224441766739,0.04779898747801781,0.9986570477485657
1724368204.9272792,2963,1724368204,927123503,world,0.16093137860298157,0.8675055503845215,0.004677974618971348,-0.01999005675315857,0.001686280476860702,0.04780161380767822,0.9986554384231567
