timestamp,optic_flow(rad/s),gyro(d/s),z(m)
1724368066.157,0.08959207683801651,0.051025390625,52.042442321777344
1724368066.157,-0.030110210180282593,-0.010009765625,52.048004150390625
1724368066.171,0.01925683580338955,-0.010009765625,52.07680892944336
1724368066.185,0.08395437896251678,-0.010009765625,52.07326889038086
1724368066.186,-0.11330299824476242,0.051025390625,52.12127685546875
1724368066.216,0.2018221914768219,0.051025390625,52.18141555786133
1724368066.231,-0.25624021887779236,-0.010009765625,52.080848693847656
1724368066.246,0.15522049367427826,0.051025390625,52.127845764160156
1724368066.275,-4.045863151550293,-0.010009765625,52.20920944213867
1724368066.29,3.6479451656341553,-0.010009765625,52.09701919555664
1724368066.305,1.5457603931427002,-0.010009765625,52.200618743896484
1724368066.3205,0.043734826147556305,-0.010009765625,52.06417465209961
1724368066.32825,-3.8028340339660645,-0.010009765625,52.08185958862305
1724368066.336,-0.02795133739709854,0.051025390625,52.0222282409668
1724368066.3509998,0.178566575050354,0.051025390625,52.00454330444336
1724368066.3585,-0.11712314933538437,0.051025390625,52.0616455078125
1724368066.366,0.0042769769206643105,-0.010009765625,52.17989730834961
1724368066.395,0.11481726169586182,-0.010009765625,52.2238655090332
1724368066.396,-0.03140341490507126,-0.010009765625,52.13188934326172
1724368066.411,-0.03690647333860397,0.051025390625,51.99241638183594
1724368066.4185,-0.0009110233513638377,-0.010009765625,52.01262664794922
1724368066.426,-0.08136080950498581,-0.010009765625,52.07832336425781
1724368066.441,0.020029976963996887,-0.010009765625,52.055076599121094
1724368066.456,-0.04137313738465309,-0.010009765625,52.01363754272461
1724368066.4710002,0.03397039324045181,0.051025390625,52.10157012939453
1724368066.4785001,0.10258881747722626,-0.010009765625,52.1950569152832
1724368066.486,-0.06362811475992203,-0.010009765625,52.19404983520508
1724368066.515,0.026638580486178398,-0.010009765625,52.09701919555664
1724368066.516,0.11307932436466217,0.051025390625,52.117740631103516
1724368066.5310001,-0.1554434895515442,-0.010009765625,52.25216293334961
1724368066.5385,-0.03502105176448822,-0.010009765625,52.260250091552734
1724368066.546,-0.010682912543416023,0.051025390625,52.24458312988281
1724368066.5609999,-0.011568126268684864,-0.010009765625,52.20668029785156
1724368066.576,0.05108592286705971,0.051025390625,52.24913024902344
1724368066.5904999,-0.053898200392723083,-0.010009765625,52.32948303222656
1724368066.59775,0.004874585662037134,0.051025390625,52.272377014160156
1724368066.605,0.05803675949573517,-0.010009765625,52.27793502807617
1724368066.6205,0.04805400222539902,-0.010009765625,52.209712982177734
1724368066.636,-0.09463164955377579,0.051025390625,52.16019058227539
1724368066.6504998,0.15302331745624542,-0.010009765625,52.197078704833984
1724368066.665,-0.11576859652996063,-0.010009765625,52.248626708984375
1724368066.666,-0.0053524235263466835,-0.010009765625,52.23952865600586
1724368066.696,0.1255921870470047,-0.010009765625,52.28046417236328
1724368066.711,-0.08147375285625458,-0.010009765625,52.139976501464844
1724368066.7185001,-0.009329577907919884,-0.010009765625,52.20314407348633
1724368066.726,-0.036950163543224335,0.051025390625,52.180908203125
1724368066.7405,-0.006202558986842632,-0.010009765625,52.209712982177734
1724368066.755,-0.04898083209991455,-0.010009765625,52.25014114379883
1724368066.815,0.17624954879283905,-0.010009765625,52.258731842041016
1724368066.8155,-0.0015629074769094586,0.051025390625,52.24053955078125
1724368066.816,-0.08097365498542786,-0.010009765625,52.13492202758789
1724368066.8305001,-0.03894055634737015,-0.010009765625,52.105106353759766
1724368066.845,0.011415059678256512,0.051025390625,52.0222282409668
1724368066.875,0.17495714128017426,-0.010009765625,52.057098388671875
1724368066.876,-0.0664982944726944,-0.010009765625,52.1556396484375
1724368066.877,-0.058416496962308884,0.051025390625,52.20769119262695
1724368066.891,0.04480854421854019,0.051025390625,52.14957809448242
1724368066.905,-0.033895574510097504,-0.010009765625,52.17888641357422
1724368066.935,-0.036631304770708084,0.051025390625,52.1515998840332
1724368066.9359999,-0.12482249736785889,-0.010009765625,52.13492202758789
1724368066.937,0.15619328618049622,-0.010009765625,52.09803009033203
1724368066.951,-0.14954504370689392,0.051025390625,52.16928482055664
1724368066.965,-0.0555180162191391,-0.010009765625,52.222347259521484
1724368066.995,0.15111052989959717,0.051025390625,52.18596267700195
1724368066.996,0.12650564312934875,-0.010009765625,52.332008361816406
1724368067.0110002,0.01335407979786396,-0.010009765625,52.1515998840332
1724368067.0185,0.020528625696897507,-0.010009765625,52.13593292236328
1724368067.026,0.0016784906620159745,-0.010009765625,52.153114318847656
1724368067.055,-0.16492100059986115,-0.010009765625,52.16322326660156
1724368067.0705,-0.13837166130542755,-0.010009765625,52.09803009033203
1724368067.07825,0.25775253772735596,-0.010009765625,52.19758605957031
1724368067.086,-0.2042718529701233,-0.010009765625,52.200618743896484
1724368067.087,-0.08195275813341141,-0.010009765625,52.22639083862305
1724368067.115,0.15184734761714935,0.051025390625,52.2961311340332
