timestamp,optic_flow(rad/s),gyro(d/s),z(m)
1724368205.116,-0.07099241763353348,0.173095703125,52.14704895019531
1724368205.116,0.10809765756130219,0.173095703125,52.2354850769043
1724368205.116,-0.042003288865089417,0.173095703125,52.18242645263672
1724368205.131,-0.031182406470179558,0.173095703125,52.19253158569336
1724368205.146,-0.024485941976308823,0.173095703125,52.1515998840332
1724368205.161,0.15555717051029205,0.173095703125,52.24205780029297
1724368205.1685,-0.09224007278680801,0.173095703125,52.308258056640625
1724368205.176,0.0021033277735114098,0.173095703125,52.3365592956543
1724368205.1905,0.07109195739030838,0.173095703125,52.36132049560547
1724368205.205,-0.0797278955578804,0.173095703125,52.184444427490234
1724368205.2350001,-0.10142478346824646,0.173095703125,52.1985969543457
1724368205.265,0.000733337365090847,0.173095703125,52.20718765258789
1724368205.266,-0.0452863872051239,0.173095703125,52.2860221862793
1724368205.325,0.04006626456975937,0.173095703125,52.348182678222656
1724368205.3255,-0.10091269761323929,0.173095703125,52.30775451660156
1724368205.326,0.002843310125172138,0.173095703125,52.255699157714844
1724368205.3404999,0.1105361133813858,0.173095703125,52.16423416137695
1724368205.355,-0.04857352375984192,0.173095703125,52.08893585205078
1724368205.385,0.0967201367020607,0.173095703125,51.987361907958984
1724368205.3855,-0.12882840633392334,0.173095703125,52.08185958862305
1724368205.386,0.018855396658182144,0.173095703125,52.036380767822266
1724368205.401,0.13850486278533936,0.173095703125,52.11925506591797
1724368205.416,-0.05946739390492439,0.173095703125,52.16069412231445
1724368205.4315,0.05920553207397461,0.173095703125,52.095001220703125
1724368205.43925,-0.023282255977392197,0.173095703125,52.14856719970703
1724368205.447,-0.007617076858878136,0.173095703125,52.11521530151367
1724368205.4615002,-0.017619039863348007,0.173095703125,52.068721771240234
1724368205.476,-0.01595429889857769,0.173095703125,52.05154037475586
1724368205.505,0.13828960061073303,0.173095703125,52.067710876464844
1724368205.535,-0.0616212822496891,0.173095703125,52.12532043457031
1724368205.536,-0.0006866538897156715,0.173095703125,52.1733283996582
1724368205.537,0.08613089472055435,0.173095703125,52.10965347290039
1724368205.5525,-0.0317242294549942,0.173095703125,52.03941345214844
1724368205.568,0.045599184930324554,0.173095703125,52.00656509399414
1724368205.582,0.16365423798561096,0.173095703125,52.02981185913086
1724368205.589,-0.12623699009418488,0.173095703125,52.05002212524414
1724368205.596,0.03776067495346069,0.173095703125,52.042442321777344
1724368205.6104999,0.06726877391338348,0.173095703125,52.03890609741211
1724368205.625,-0.07975605875253677,0.173095703125,52.0576057434082
1724368205.6399999,-0.08974883705377579,0.173095703125,51.976749420166016
